fecha,producto,cantidad_cajas,precio_venta_caja,total_ventas
2025-05-31,Caja Huevos Granel Primera,1,35000,35000
2025-05-31,Caja Huevos Granel Extra,1,38000,38000
2025-05-31,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-05-31,Caja Formato 15x12 (docena),1,40000,40000
2025-05-31,Caja Formato 20 Extra Bonito,0,50000,0
2025-05-31,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-01,Caja Huevos Granel Primera,3,35000,105000
2025-06-01,Caja Huevos Granel Extra,0,38000,0
2025-06-01,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-06-01,Caja Formato 15x12 (docena),0,40000,0
2025-06-01,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-01,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-02,Caja Huevos Granel Primera,4,35000,140000
2025-06-02,Caja Huevos Granel Extra,1,38000,38000
2025-06-02,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-02,Caja Formato 15x12 (docena),1,40000,40000
2025-06-02,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-02,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-03,Caja Huevos Granel Primera,1,35000,35000
2025-06-03,Caja Huevos Granel Extra,1,38000,38000
2025-06-03,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-03,Caja Formato 15x12 (docena),1,40000,40000
2025-06-03,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-03,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-04,Caja Huevos Granel Primera,2,35000,70000
2025-06-04,Caja Huevos Granel Extra,1,38000,38000
2025-06-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-04,Caja Formato 15x12 (docena),1,40000,40000
2025-06-04,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-04,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-05,Caja Huevos Granel Primera,2,35000,70000
2025-06-05,Caja Huevos Granel Extra,1,38000,38000
2025-06-05,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-05,Caja Formato 15x12 (docena),1,40000,40000
2025-06-05,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-05,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-06,Caja Huevos Granel Primera,4,35000,140000
2025-06-06,Caja Huevos Granel Extra,1,38000,38000
2025-06-06,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-06,Caja Formato 15x12 (docena),1,40000,40000
2025-06-06,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-06,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-07,Caja Huevos Granel Primera,3,35000,105000
2025-06-07,Caja Huevos Granel Extra,1,38000,38000
2025-06-07,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-07,Caja Formato 15x12 (docena),1,40000,40000
2025-06-07,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-08,Caja Huevos Granel Primera,2,35000,70000
2025-06-08,Caja Huevos Granel Extra,1,38000,38000
2025-06-08,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-06-08,Caja Formato 15x12 (docena),0,40000,0
2025-06-08,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-09,Caja Huevos Granel Primera,2,35000,70000
2025-06-09,Caja Huevos Granel Extra,1,38000,38000
2025-06-09,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-09,Caja Formato 15x12 (docena),1,40000,40000
2025-06-09,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-09,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-10,Caja Huevos Granel Primera,2,35000,70000
2025-06-10,Caja Huevos Granel Extra,2,38000,76000
2025-06-10,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-10,Caja Formato 15x12 (docena),1,40000,40000
2025-06-10,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-10,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-11,Caja Huevos Granel Primera,3,35000,105000
2025-06-11,Caja Huevos Granel Extra,1,38000,38000
2025-06-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-11,Caja Formato 15x12 (docena),1,40000,40000
2025-06-11,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-11,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-12,Caja Huevos Granel Primera,1,35000,35000
2025-06-12,Caja Huevos Granel Extra,1,38000,38000
2025-06-12,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-12,Caja Formato 15x12 (docena),1,40000,40000
2025-06-12,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-13,Caja Huevos Granel Primera,2,35000,70000
2025-06-13,Caja Huevos Granel Extra,1,38000,38000
2025-06-13,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-13,Caja Formato 15x12 (docena),1,40000,40000
2025-06-13,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-14,Caja Huevos Granel Primera,3,35000,105000
2025-06-14,Caja Huevos Granel Extra,1,38000,38000
2025-06-14,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-14,Caja Formato 15x12 (docena),1,40000,40000
2025-06-14,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-15,Caja Huevos Granel Primera,2,35000,70000
2025-06-15,Caja Huevos Granel Extra,0,38000,0
2025-06-15,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-06-15,Caja Formato 15x12 (docena),0,40000,0
2025-06-15,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-16,Caja Huevos Granel Primera,1,35000,35000
2025-06-16,Caja Huevos Granel Extra,1,38000,38000
2025-06-16,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-16,Caja Formato 15x12 (docena),1,40000,40000
2025-06-16,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-16,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-17,Caja Huevos Granel Primera,2,35000,70000
2025-06-17,Caja Huevos Granel Extra,1,38000,38000
2025-06-17,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-17,Caja Formato 15x12 (docena),1,40000,40000
2025-06-17,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-17,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-18,Caja Huevos Granel Primera,2,35000,70000
2025-06-18,Caja Huevos Granel Extra,1,38000,38000
2025-06-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-18,Caja Formato 15x12 (docena),1,40000,40000
2025-06-18,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-18,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-19,Caja Huevos Granel Primera,3,35000,105000
2025-06-19,Caja Huevos Granel Extra,1,38000,38000
2025-06-19,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-19,Caja Formato 15x12 (docena),1,40000,40000
2025-06-19,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-19,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-20,Caja Huevos Granel Primera,2,35000,70000
2025-06-20,Caja Huevos Granel Extra,2,38000,76000
2025-06-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-20,Caja Formato 15x12 (docena),1,40000,40000
2025-06-20,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-21,Caja Huevos Granel Primera,2,35000,70000
2025-06-21,Caja Huevos Granel Extra,1,38000,38000
2025-06-21,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-21,Caja Formato 15x12 (docena),1,40000,40000
2025-06-21,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-22,Caja Huevos Granel Primera,1,35000,35000
2025-06-22,Caja Huevos Granel Extra,1,38000,38000
2025-06-22,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-06-22,Caja Formato 15x12 (docena),0,40000,0
2025-06-22,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-22,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-23,Caja Huevos Granel Primera,2,35000,70000
2025-06-23,Caja Huevos Granel Extra,1,38000,38000
2025-06-23,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-23,Caja Formato 15x12 (docena),1,40000,40000
2025-06-23,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-23,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-24,Caja Huevos Granel Primera,3,35000,105000
2025-06-24,Caja Huevos Granel Extra,1,38000,38000
2025-06-24,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-24,Caja Formato 15x12 (docena),1,40000,40000
2025-06-24,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-24,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-25,Caja Huevos Granel Primera,1,35000,35000
2025-06-25,Caja Huevos Granel Extra,1,38000,38000
2025-06-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-25,Caja Formato 15x12 (docena),1,40000,40000
2025-06-25,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-26,Caja Huevos Granel Primera,3,35000,105000
2025-06-26,Caja Huevos Granel Extra,1,38000,38000
2025-06-26,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-26,Caja Formato 15x12 (docena),1,40000,40000
2025-06-26,Caja Formato 20 Extra Bonito,1,50000,50000
2025-06-26,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-27,Caja Huevos Granel Primera,2,35000,70000
2025-06-27,Caja Huevos Granel Extra,1,38000,38000
2025-06-27,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-27,Caja Formato 15x12 (docena),1,40000,40000
2025-06-27,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-28,Caja Huevos Granel Primera,1,35000,35000
2025-06-28,Caja Huevos Granel Extra,1,38000,38000
2025-06-28,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-28,Caja Formato 15x12 (docena),1,40000,40000
2025-06-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-28,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-29,Caja Huevos Granel Primera,1,35000,35000
2025-06-29,Caja Huevos Granel Extra,0,38000,0
2025-06-29,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-06-29,Caja Formato 15x12 (docena),0,40000,0
2025-06-29,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-06-30,Caja Huevos Granel Primera,1,35000,35000
2025-06-30,Caja Huevos Granel Extra,1,38000,38000
2025-06-30,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-06-30,Caja Formato 15x12 (docena),1,40000,40000
2025-06-30,Caja Formato 20 Extra Bonito,0,50000,0
2025-06-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-01,Caja Huevos Granel Primera,2,35000,70000
2025-07-01,Caja Huevos Granel Extra,1,38000,38000
2025-07-01,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-01,Caja Formato 15x12 (docena),1,40000,40000
2025-07-01,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-01,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-02,Caja Huevos Granel Primera,2,35000,70000
2025-07-02,Caja Huevos Granel Extra,1,38000,38000
2025-07-02,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-02,Caja Formato 15x12 (docena),1,40000,40000
2025-07-02,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-02,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-03,Caja Huevos Granel Primera,2,35000,70000
2025-07-03,Caja Huevos Granel Extra,1,38000,38000
2025-07-03,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-03,Caja Formato 15x12 (docena),1,40000,40000
2025-07-03,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-03,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-04,Caja Huevos Granel Primera,3,35000,105000
2025-07-04,Caja Huevos Granel Extra,1,38000,38000
2025-07-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-04,Caja Formato 15x12 (docena),1,40000,40000
2025-07-04,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-04,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-05,Caja Huevos Granel Primera,3,35000,105000
2025-07-05,Caja Huevos Granel Extra,1,38000,38000
2025-07-05,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-05,Caja Formato 15x12 (docena),0,40000,0
2025-07-05,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-05,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-06,Caja Huevos Granel Primera,2,35000,70000
2025-07-06,Caja Huevos Granel Extra,1,38000,38000
2025-07-06,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-07-06,Caja Formato 15x12 (docena),0,40000,0
2025-07-06,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-06,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-07,Caja Huevos Granel Primera,2,35000,70000
2025-07-07,Caja Huevos Granel Extra,1,38000,38000
2025-07-07,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-07,Caja Formato 15x12 (docena),1,40000,40000
2025-07-07,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-08,Caja Huevos Granel Primera,2,35000,70000
2025-07-08,Caja Huevos Granel Extra,2,38000,76000
2025-07-08,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-08,Caja Formato 15x12 (docena),1,40000,40000
2025-07-08,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-09,Caja Huevos Granel Primera,2,35000,70000
2025-07-09,Caja Huevos Granel Extra,2,38000,76000
2025-07-09,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-09,Caja Formato 15x12 (docena),1,40000,40000
2025-07-09,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-09,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-10,Caja Huevos Granel Primera,3,35000,105000
2025-07-10,Caja Huevos Granel Extra,1,38000,38000
2025-07-10,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-10,Caja Formato 15x12 (docena),1,40000,40000
2025-07-10,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-10,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-11,Caja Huevos Granel Primera,2,35000,70000
2025-07-11,Caja Huevos Granel Extra,1,38000,38000
2025-07-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-11,Caja Formato 15x12 (docena),1,40000,40000
2025-07-11,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-11,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-07-12,Caja Huevos Granel Primera,2,35000,70000
2025-07-12,Caja Huevos Granel Extra,1,38000,38000
2025-07-12,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-12,Caja Formato 15x12 (docena),1,40000,40000
2025-07-12,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-13,Caja Huevos Granel Primera,4,35000,140000
2025-07-13,Caja Huevos Granel Extra,0,38000,0
2025-07-13,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-07-13,Caja Formato 15x12 (docena),0,40000,0
2025-07-13,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-14,Caja Huevos Granel Primera,2,35000,70000
2025-07-14,Caja Huevos Granel Extra,1,38000,38000
2025-07-14,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-14,Caja Formato 15x12 (docena),1,40000,40000
2025-07-14,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-14,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-15,Caja Huevos Granel Primera,2,35000,70000
2025-07-15,Caja Huevos Granel Extra,1,38000,38000
2025-07-15,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-15,Caja Formato 15x12 (docena),1,40000,40000
2025-07-15,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-15,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-16,Caja Huevos Granel Primera,2,35000,70000
2025-07-16,Caja Huevos Granel Extra,2,38000,76000
2025-07-16,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-16,Caja Formato 15x12 (docena),1,40000,40000
2025-07-16,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-16,Caja Formato 30 Mediano Bonito,1,54000,54000
2025-07-17,Caja Huevos Granel Primera,2,35000,70000
2025-07-17,Caja Huevos Granel Extra,2,38000,76000
2025-07-17,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-17,Caja Formato 15x12 (docena),1,40000,40000
2025-07-17,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-17,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-18,Caja Huevos Granel Primera,2,35000,70000
2025-07-18,Caja Huevos Granel Extra,1,38000,38000
2025-07-18,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-18,Caja Formato 15x12 (docena),1,40000,40000
2025-07-18,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-18,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-19,Caja Huevos Granel Primera,2,35000,70000
2025-07-19,Caja Huevos Granel Extra,1,38000,38000
2025-07-19,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-19,Caja Formato 15x12 (docena),1,40000,40000
2025-07-19,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-19,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-20,Caja Huevos Granel Primera,1,35000,35000
2025-07-20,Caja Huevos Granel Extra,1,38000,38000
2025-07-20,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-20,Caja Formato 15x12 (docena),0,40000,0
2025-07-20,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-20,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-21,Caja Huevos Granel Primera,2,35000,70000
2025-07-21,Caja Huevos Granel Extra,1,38000,38000
2025-07-21,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-21,Caja Formato 15x12 (docena),1,40000,40000
2025-07-21,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-21,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-22,Caja Huevos Granel Primera,2,35000,70000
2025-07-22,Caja Huevos Granel Extra,2,38000,76000
2025-07-22,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-22,Caja Formato 15x12 (docena),1,40000,40000
2025-07-22,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-22,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-23,Caja Huevos Granel Primera,1,35000,35000
2025-07-23,Caja Huevos Granel Extra,1,38000,38000
2025-07-23,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-23,Caja Formato 15x12 (docena),1,40000,40000
2025-07-23,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-23,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-24,Caja Huevos Granel Primera,2,35000,70000
2025-07-24,Caja Huevos Granel Extra,1,38000,38000
2025-07-24,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-24,Caja Formato 15x12 (docena),1,40000,40000
2025-07-24,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-24,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-25,Caja Huevos Granel Primera,2,35000,70000
2025-07-25,Caja Huevos Granel Extra,2,38000,76000
2025-07-25,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-25,Caja Formato 15x12 (docena),1,40000,40000
2025-07-25,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-25,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-26,Caja Huevos Granel Primera,2,35000,70000
2025-07-26,Caja Huevos Granel Extra,1,38000,38000
2025-07-26,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-26,Caja Formato 15x12 (docena),0,40000,0
2025-07-26,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-26,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-27,Caja Huevos Granel Primera,1,35000,35000
2025-07-27,Caja Huevos Granel Extra,0,38000,0
2025-07-27,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-07-27,Caja Formato 15x12 (docena),0,40000,0
2025-07-27,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-27,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-28,Caja Huevos Granel Primera,2,35000,70000
2025-07-28,Caja Huevos Granel Extra,1,38000,38000
2025-07-28,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-28,Caja Formato 15x12 (docena),1,40000,40000
2025-07-28,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-28,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-29,Caja Huevos Granel Primera,2,35000,70000
2025-07-29,Caja Huevos Granel Extra,1,38000,38000
2025-07-29,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-29,Caja Formato 15x12 (docena),1,40000,40000
2025-07-29,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-29,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-30,Caja Huevos Granel Primera,3,35000,105000
2025-07-30,Caja Huevos Granel Extra,2,38000,76000
2025-07-30,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-30,Caja Formato 15x12 (docena),1,40000,40000
2025-07-30,Caja Formato 20 Extra Bonito,1,50000,50000
2025-07-30,Caja Formato 30 Mediano Bonito,0,54000,0
2025-07-31,Caja Huevos Granel Primera,1,35000,35000
2025-07-31,Caja Huevos Granel Extra,1,38000,38000
2025-07-31,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-07-31,Caja Formato 15x12 (docena),1,40000,40000
2025-07-31,Caja Formato 20 Extra Bonito,0,50000,0
2025-07-31,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-01,Caja Huevos Granel Primera,2,35000,70000
2025-08-01,Caja Huevos Granel Extra,1,38000,38000
2025-08-01,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-01,Caja Formato 15x12 (docena),1,40000,40000
2025-08-01,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-01,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-02,Caja Huevos Granel Primera,1,35000,35000
2025-08-02,Caja Huevos Granel Extra,1,38000,38000
2025-08-02,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-02,Caja Formato 15x12 (docena),0,40000,0
2025-08-02,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-02,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-03,Caja Huevos Granel Primera,1,35000,35000
2025-08-03,Caja Huevos Granel Extra,1,38000,38000
2025-08-03,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-08-03,Caja Formato 15x12 (docena),0,40000,0
2025-08-03,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-03,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-04,Caja Huevos Granel Primera,1,35000,35000
2025-08-04,Caja Huevos Granel Extra,1,38000,38000
2025-08-04,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-04,Caja Formato 15x12 (docena),1,40000,40000
2025-08-04,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-04,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-05,Caja Huevos Granel Primera,2,35000,70000
2025-08-05,Caja Huevos Granel Extra,1,38000,38000
2025-08-05,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-05,Caja Formato 15x12 (docena),1,40000,40000
2025-08-05,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-05,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-06,Caja Huevos Granel Primera,3,35000,105000
2025-08-06,Caja Huevos Granel Extra,1,38000,38000
2025-08-06,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-06,Caja Formato 15x12 (docena),1,40000,40000
2025-08-06,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-06,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-07,Caja Huevos Granel Primera,2,35000,70000
2025-08-07,Caja Huevos Granel Extra,1,38000,38000
2025-08-07,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-07,Caja Formato 15x12 (docena),1,40000,40000
2025-08-07,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-07,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-08,Caja Huevos Granel Primera,2,35000,70000
2025-08-08,Caja Huevos Granel Extra,1,38000,38000
2025-08-08,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-08,Caja Formato 15x12 (docena),1,40000,40000
2025-08-08,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-08,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-09,Caja Huevos Granel Primera,1,35000,35000
2025-08-09,Caja Huevos Granel Extra,1,38000,38000
2025-08-09,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-09,Caja Formato 15x12 (docena),1,40000,40000
2025-08-09,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-09,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-10,Caja Huevos Granel Primera,2,35000,70000
2025-08-10,Caja Huevos Granel Extra,0,38000,0
2025-08-10,Caja Formato 30x6 (1/2 doc),0,40000,0
2025-08-10,Caja Formato 15x12 (docena),0,40000,0
2025-08-10,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-10,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-11,Caja Huevos Granel Primera,2,35000,70000
2025-08-11,Caja Huevos Granel Extra,1,38000,38000
2025-08-11,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-11,Caja Formato 15x12 (docena),1,40000,40000
2025-08-11,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-11,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-12,Caja Huevos Granel Primera,2,35000,70000
2025-08-12,Caja Huevos Granel Extra,1,38000,38000
2025-08-12,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-12,Caja Formato 15x12 (docena),1,40000,40000
2025-08-12,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-12,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-13,Caja Huevos Granel Primera,1,35000,35000
2025-08-13,Caja Huevos Granel Extra,1,38000,38000
2025-08-13,Caja Formato 30x6 (1/2 doc),1,40000,40000
2025-08-13,Caja Formato 15x12 (docena),1,40000,40000
2025-08-13,Caja Formato 20 Extra Bonito,0,50000,0
2025-08-13,Caja Formato 30 Mediano Bonito,0,54000,0
2025-08-14,Caja Huevos Granel Primera,1,35000,35000
2025-08-14,Caja Huevos Granel Extra,1,38000,38000
2025-08-14,Caja Formato 30x6 (1/2 doc),1,40000,40000
